round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,accuracy_score
281,10,10,"[11.345066809654236, 14.062224006652832, 13.965602445602418, 11.574983191490173, 12.297785663604737, 12.25732388496399, 12.91446487903595, 13.640380859375, 13.613187098503113, 11.2286700963974]",3,"[0.45, 0.19166666666666668, 0.21166666666666667, 0.42, 0.48833333333333334, 0.38, 0.42333333333333334, 0.23833333333333334, 0.27, 0.5116666666666667]","[0.461, 0.2023, 0.1937, 0.3809, 0.4659, 0.363, 0.4103, 0.2287, 0.223, 0.4586]",0.1137
282,9,8,"[11.495505166053771, 12.59315037727356, 11.47196695804596, 11.268459939956665, 11.602210021018982, 11.223334288597107, 11.666771292686462, 11.634240746498108]",4,"[0.405, 0.2966666666666667, 0.405, 0.5466666666666666, 0.39, 0.4083333333333333, 0.41833333333333333, 0.41]","[0.4073, 0.294, 0.3705, 0.4988, 0.4054, 0.4028, 0.3632, 0.3806]",0.1135
283,10,10,"[11.118638110160827, 11.138045620918273, 11.356376504898071, 11.547416925430298, 11.31398332118988, 12.82728943824768, 11.115453553199767, 12.230753064155579, 11.72820873260498, 11.586669278144836]",4,"[0.4266666666666667, 0.4666666666666667, 0.4633333333333333, 0.49833333333333335, 0.37666666666666665, 0.37833333333333335, 0.5983333333333334, 0.38333333333333336, 0.4633333333333333, 0.43666666666666665]","[0.4051, 0.4174, 0.4469, 0.466, 0.3278, 0.3653, 0.5488, 0.3982, 0.4417, 0.4589]",0.161
284,8,4,"[11.010730886459351, 10.93193187713623, 11.532458925247193, 11.407922887802124]",8,"[0.47333333333333333, 0.5383333333333333, 0.595, 0.58]","[0.4406, 0.5093, 0.5619, 0.5274]",0.1135
285,10,10,"[10.64210398197174, 11.089174246788025, 10.991305875778199, 10.718035697937012, 10.763500952720642, 10.788555264472961, 11.069423842430115, 11.022754573822022, 11.08946602344513, 11.053008985519408]",8,"[0.5566666666666666, 0.7033333333333334, 0.6183333333333333, 0.525, 0.5433333333333333, 0.5483333333333333, 0.49666666666666665, 0.5516666666666666, 0.5283333333333333, 0.52]","[0.4949, 0.6415, 0.548, 0.4954, 0.5154, 0.5095, 0.4648, 0.4854, 0.5272, 0.4868]",0.1135
286,8,13,"[11.333286476135253, 11.698831462860108, 11.379133892059325, 11.116004538536071, 11.360958218574524, 11.165712332725525, 10.890781688690186, 11.06615071296692, 10.948253726959228, 11.216564321517945, 10.932127618789673, 10.838371300697327, 10.7915433883667]",3,"[0.39166666666666666, 0.51, 0.42833333333333334, 0.6233333333333333, 0.515, 0.6166666666666667, 0.5216666666666666, 0.5083333333333333, 0.59, 0.485, 0.5483333333333333, 0.565, 0.6233333333333333]","[0.3506, 0.4803, 0.3901, 0.58, 0.4766, 0.531, 0.5086, 0.5162, 0.5678, 0.4414, 0.5054, 0.5123, 0.5785]",0.1135
287,10,9,"[11.927536296844483, 11.311996912956237, 11.302534532546996, 11.273115730285644, 10.942637538909912, 10.993612599372863, 10.855301666259766, 10.96310932636261, 10.844185137748719]",4,"[0.45666666666666667, 0.44333333333333336, 0.48833333333333334, 0.4716666666666667, 0.5283333333333333, 0.4533333333333333, 0.66, 0.5383333333333333, 0.48333333333333334]","[0.4565, 0.4006, 0.459, 0.465, 0.507, 0.4404, 0.5892, 0.5071, 0.451]",0.1135
288,9,7,"[10.888758540153503, 11.340506744384765, 10.97303340435028, 10.959588527679443, 10.840093421936036, 10.870955610275269, 11.603748869895934]",6,"[0.5116666666666667, 0.505, 0.535, 0.5516666666666666, 0.63, 0.53, 0.4583333333333333]","[0.4755, 0.4906, 0.5043, 0.5025, 0.5413, 0.4989, 0.418]",0.1143
289,10,11,"[10.721264672279357, 10.8239590883255, 10.955468130111694, 10.869255447387696, 10.915825724601746, 10.895660471916198, 10.827464985847474, 10.823230934143066, 10.79117968082428, 10.937010312080384, 10.966118669509887]",5,"[0.54, 0.5216666666666666, 0.59, 0.4816666666666667, 0.5633333333333334, 0.5783333333333334, 0.5166666666666667, 0.64, 0.65, 0.525, 0.5083333333333333]","[0.4885, 0.4996, 0.5203, 0.4543, 0.5051, 0.5471, 0.4974, 0.5618, 0.5854, 0.4805, 0.4744]",0.1837
290,9,6,"[11.11977059841156, 11.080596256256104, 10.786715102195739, 11.191321063041688, 11.026742482185364, 10.99561586380005]",8,"[0.4116666666666667, 0.49666666666666665, 0.49, 0.43166666666666664, 0.51, 0.52]","[0.4045, 0.4853, 0.4804, 0.4338, 0.4706, 0.4934]",0.1135
291,10,13,"[11.136758303642273, 10.989458370208741, 10.968127489089966, 10.968262672424316, 10.84653594493866, 10.853304195404053, 11.00138554573059, 10.825464224815368, 10.833699321746826, 10.740221762657166, 10.973992252349854, 10.78525197505951, 10.967321181297303]",5,"[0.5583333333333333, 0.5833333333333334, 0.545, 0.5283333333333333, 0.5383333333333333, 0.5383333333333333, 0.485, 0.55, 0.5233333333333333, 0.54, 0.49, 0.5466666666666666, 0.58]","[0.5137, 0.5044, 0.515, 0.5306, 0.4979, 0.5022, 0.5029, 0.5041, 0.4837, 0.508, 0.4763, 0.5148, 0.5371]",0.1135
292,10,12,"[10.99478633403778, 10.835326337814331, 10.706063771247864, 10.813064908981323, 10.903132915496826, 10.882266473770141, 10.993078684806823, 10.78638780117035, 11.25019109249115, 10.75487003326416, 11.097746300697327, 10.894407200813294]",3,"[0.4766666666666667, 0.56, 0.5133333333333333, 0.5316666666666666, 0.51, 0.46166666666666667, 0.5633333333333334, 0.5416666666666666, 0.5033333333333333, 0.585, 0.5316666666666666, 0.49]","[0.4517, 0.5238, 0.4759, 0.5114, 0.5084, 0.457, 0.5266, 0.513, 0.4555, 0.5272, 0.505, 0.4678]",0.1135
293,10,12,"[10.805631184577942, 10.873605871200562, 10.94723219871521, 10.765525603294373, 10.65399272441864, 10.83515694141388, 10.585838556289673, 10.603199195861816, 10.818058753013611, 10.896768522262573, 10.754778265953064, 10.779167819023133]",1,"[0.53, 0.5216666666666666, 0.5866666666666667, 0.635, 0.625, 0.5966666666666667, 0.5783333333333334, 0.6283333333333333, 0.5033333333333333, 0.575, 0.49333333333333335, 0.5966666666666667]","[0.5315, 0.4839, 0.5459, 0.5823, 0.5686, 0.5457, 0.5055, 0.5604, 0.4917, 0.5083, 0.4492, 0.5338]",0.1138
294,9,9,"[11.026262736320495, 10.991271924972533, 10.940122818946838, 11.016355204582215, 10.898798060417175, 10.870503807067871, 10.893622946739196, 10.758913850784301, 10.730153894424438]",1,"[0.4866666666666667, 0.545, 0.6116666666666667, 0.5383333333333333, 0.47333333333333333, 0.5, 0.485, 0.5516666666666666, 0.5566666666666666]","[0.4797, 0.5227, 0.5746, 0.5104, 0.4621, 0.4674, 0.4677, 0.4894, 0.4797]",0.0986
295,10,8,"[10.715270805358887, 10.85921814441681, 10.82564299106598, 10.73003602027893, 10.673189568519593, 10.71037130355835, 10.91871953010559, 10.739277029037476]",3,"[0.485, 0.55, 0.5733333333333334, 0.5316666666666666, 0.5666666666666667, 0.5566666666666666, 0.5666666666666667, 0.4766666666666667]","[0.447, 0.4984, 0.5444, 0.5127, 0.4986, 0.5004, 0.511, 0.4676]",0.098
296,10,8,"[10.803102064132691, 10.810230588912964, 10.821417617797852, 10.85562252998352, 10.646757769584656, 10.751942205429078, 11.071884393692017, 10.626949048042297]",5,"[0.5516666666666666, 0.5016666666666667, 0.5016666666666667, 0.54, 0.5533333333333333, 0.5516666666666666, 0.5, 0.605]","[0.4945, 0.4778, 0.4692, 0.514, 0.5082, 0.488, 0.5216, 0.5498]",0.1977
297,9,10,"[10.781798958778381, 10.698278784751892, 10.957050585746765, 10.895883631706237, 11.13262164592743, 10.920468187332153, 10.853724002838135, 11.00005099773407, 11.00263352394104, 10.905773162841797]",4,"[0.4766666666666667, 0.5733333333333334, 0.5283333333333333, 0.5683333333333334, 0.46166666666666667, 0.525, 0.58, 0.55, 0.49166666666666664, 0.5216666666666666]","[0.4416, 0.4966, 0.4862, 0.5384, 0.4409, 0.4865, 0.5447, 0.5304, 0.4893, 0.4989]",0.1984
298,9,7,"[10.915057134628295, 10.741345953941345, 10.857543396949769, 10.948060274124146, 10.931015300750733, 11.026625442504884, 10.751826286315918]",6,"[0.49833333333333335, 0.605, 0.5133333333333333, 0.545, 0.45, 0.5333333333333333, 0.525]","[0.4748, 0.5356, 0.4832, 0.507, 0.44, 0.5017, 0.4849]",0.2276
299,9,12,"[10.807533931732177, 11.183560013771057, 10.810800671577454, 10.869965767860412, 10.83003613948822, 11.076633167266845, 11.02598524093628, 10.899623799324036, 10.710602951049804, 10.836165738105773, 10.878798413276673, 10.889391446113587]",3,"[0.5316666666666666, 0.48833333333333334, 0.5183333333333333, 0.5783333333333334, 0.5283333333333333, 0.44, 0.5133333333333333, 0.5583333333333333, 0.6083333333333333, 0.5466666666666666, 0.535, 0.605]","[0.5271, 0.4712, 0.4856, 0.508, 0.5298, 0.4182, 0.4767, 0.5508, 0.5703, 0.4877, 0.4903, 0.5694]",0.2008
300,10,9,"[10.978737735748291, 11.067389321327209, 10.863886380195618, 10.844263243675233, 10.772137570381165, 11.05010256767273, 10.854913759231568, 10.850338244438172, 10.730346441268921]",4,"[0.505, 0.57, 0.555, 0.5683333333333334, 0.5216666666666666, 0.5083333333333333, 0.555, 0.49333333333333335, 0.43833333333333335]","[0.4751, 0.5086, 0.5449, 0.5599, 0.5026, 0.4458, 0.5166, 0.476, 0.398]",0.4076
301,10,11,"[10.747026467323304, 10.944659399986268, 11.02698836326599, 10.856236624717713, 10.984289526939392, 11.224820828437805, 10.869144320487976, 10.787743210792542, 10.640492916107178, 11.039368844032287, 10.74458351135254]",3,"[0.5166666666666667, 0.625, 0.5633333333333334, 0.5233333333333333, 0.525, 0.545, 0.49166666666666664, 0.49, 0.595, 0.5133333333333333, 0.5733333333333334]","[0.4657, 0.5647, 0.5264, 0.4953, 0.4567, 0.4772, 0.4881, 0.4808, 0.5178, 0.4806, 0.5286]",0.1851
302,8,8,"[10.955938744544984, 10.81255645751953, 10.811494970321656, 10.676646780967712, 10.76387906074524, 10.811914682388306, 10.724592590332032, 10.743412947654724]",3,"[0.525, 0.515, 0.545, 0.555, 0.5466666666666666, 0.435, 0.525, 0.5066666666666667]","[0.5065, 0.489, 0.4916, 0.5027, 0.5151, 0.4395, 0.4946, 0.4511]",0.2438
303,10,9,"[10.659534573554993, 10.719810509681702, 10.539472270011903, 10.809572458267212, 10.86188440322876, 10.858032751083375, 10.815738129615784, 10.719345259666444, 10.935025453567505]",4,"[0.5316666666666666, 0.54, 0.625, 0.47333333333333333, 0.555, 0.535, 0.5766666666666667, 0.495, 0.51]","[0.4728, 0.4964, 0.5627, 0.44, 0.4745, 0.4975, 0.5218, 0.4578, 0.4746]",0.0892
304,9,8,"[10.905831909179687, 10.664250206947326, 10.631894063949584, 10.734871673583985, 10.768294882774352, 10.90239143371582, 10.98280327320099, 10.977922797203064]",5,"[0.51, 0.55, 0.5633333333333334, 0.5516666666666666, 0.5333333333333333, 0.5183333333333333, 0.43166666666666664, 0.44333333333333336]","[0.4587, 0.5094, 0.482, 0.4998, 0.4911, 0.4886, 0.4233, 0.4177]",0.1688
305,8,6,"[11.007943081855775, 10.785004544258118, 10.709013271331788, 10.718769526481628, 10.779880023002624, 11.152886629104614]",7,"[0.5016666666666667, 0.605, 0.5533333333333333, 0.56, 0.6333333333333333, 0.4666666666666667]","[0.4885, 0.5335, 0.5123, 0.5078, 0.5621, 0.4552]",0.2189
306,10,12,"[10.768898391723633, 10.8994784116745, 10.869301676750183, 10.802759575843812, 10.84637372493744, 10.648385930061341, 10.65537724494934, 10.844019556045533, 10.689677429199218, 10.6017986536026, 10.75427815914154, 10.780944538116454]",5,"[0.535, 0.515, 0.595, 0.445, 0.5166666666666667, 0.5616666666666666, 0.49833333333333335, 0.525, 0.5366666666666666, 0.5283333333333333, 0.5066666666666667, 0.5733333333333334]","[0.4932, 0.5173, 0.5187, 0.4553, 0.5043, 0.4809, 0.478, 0.4935, 0.4807, 0.5034, 0.4777, 0.5274]",0.1993
307,10,11,"[11.051980233192443, 10.910453844070435, 10.854105734825135, 10.916949224472045, 10.757618498802184, 10.946363186836242, 10.962626385688782, 10.737405896186829, 11.07088840007782, 10.755673360824584, 11.02659854888916]",4,"[0.54, 0.5716666666666667, 0.51, 0.47, 0.5383333333333333, 0.525, 0.555, 0.625, 0.495, 0.5566666666666666, 0.43833333333333335]","[0.4974, 0.521, 0.4896, 0.4681, 0.4738, 0.4874, 0.5226, 0.5688, 0.4683, 0.5178, 0.4351]",0.186
308,9,8,"[11.10365970134735, 11.35881199836731, 10.754758620262146, 11.117706847190856, 10.638529777526855, 10.597768402099609, 10.891540503501892, 10.856016254425048]",5,"[0.5666666666666667, 0.5283333333333333, 0.5666666666666667, 0.4683333333333333, 0.565, 0.5133333333333333, 0.505, 0.525]","[0.5249, 0.4783, 0.5448, 0.4589, 0.5338, 0.4747, 0.4929, 0.4917]",0.2003
309,8,10,"[11.00440936088562, 10.879998540878296, 10.873261642456054, 10.73439085483551, 10.915393209457397, 10.814585733413697, 10.838945603370666, 10.536423087120056, 10.804110455513001, 10.820310497283936]",3,"[0.45166666666666666, 0.5016666666666667, 0.545, 0.49166666666666664, 0.57, 0.5783333333333334, 0.535, 0.6316666666666667, 0.47, 0.5333333333333333]","[0.4361, 0.46, 0.526, 0.4815, 0.5102, 0.5197, 0.5029, 0.5418, 0.4661, 0.4945]",0.0892
310,10,11,"[10.675687503814697, 10.889901161193848, 11.247337865829468, 11.724008655548095, 11.161594080924989, 10.992863011360168, 11.610755491256715, 10.817697286605835, 11.363359928131104, 10.877181959152221, 11.001279997825623]",2,"[0.5733333333333334, 0.5133333333333333, 0.5166666666666667, 0.61, 0.4866666666666667, 0.5483333333333333, 0.5133333333333333, 0.5116666666666667, 0.485, 0.54, 0.48833333333333334]","[0.5388, 0.5028, 0.4981, 0.5301, 0.4524, 0.4935, 0.4443, 0.4605, 0.4699, 0.5117, 0.4446]",0.1842
311,8,6,"[10.843324494361877, 10.863259983062743, 10.878591752052307, 10.69768443107605, 10.79912621974945, 10.723712873458862]",4,"[0.49666666666666665, 0.5, 0.565, 0.5866666666666667, 0.5633333333333334, 0.51]","[0.4636, 0.4712, 0.5049, 0.5344, 0.5279, 0.5033]",0.2008
312,10,10,"[10.657195281982421, 10.956099128723144, 10.98120596408844, 11.105430817604065, 10.848713302612305, 10.950457286834716, 10.911630344390868, 10.853086185455322, 10.86353042125702, 11.051069116592407]",4,"[0.54, 0.465, 0.49666666666666665, 0.5416666666666666, 0.5916666666666667, 0.5133333333333333, 0.4816666666666667, 0.495, 0.55, 0.5883333333333334]","[0.5119, 0.4593, 0.4846, 0.5362, 0.5436, 0.4728, 0.4733, 0.4523, 0.503, 0.5366]",0.2408
313,10,7,"[11.080926275253296, 10.994075989723205, 11.09994945526123, 10.733877873420715, 11.272535014152528, 11.459345388412476, 11.04392671585083]",7,"[0.45, 0.5133333333333333, 0.39, 0.5016666666666667, 0.43833333333333335, 0.425, 0.5566666666666666]","[0.4163, 0.4818, 0.3757, 0.4547, 0.4031, 0.3744, 0.4922]",0.0892
314,9,6,"[10.765655016899109, 11.203535771369934, 11.069025444984437, 11.150426816940307, 11.182864594459534, 11.294066095352173]",10,"[0.6116666666666667, 0.5266666666666666, 0.3933333333333333, 0.3983333333333333, 0.5283333333333333, 0.5483333333333333]","[0.5423, 0.4959, 0.3799, 0.3729, 0.4905, 0.5134]",0.2745
315,9,11,"[10.943680477142333, 11.052559494972229, 10.952104139328004, 11.697572779655456, 11.18806540966034, 11.158220887184143, 11.450004601478577, 11.23609380722046, 11.663053607940673, 11.965769958496093, 11.747682332992554]",8,"[0.42, 0.48, 0.5133333333333333, 0.455, 0.445, 0.5683333333333334, 0.475, 0.545, 0.5016666666666667, 0.375, 0.3616666666666667]","[0.3893, 0.4491, 0.4648, 0.4368, 0.3968, 0.4738, 0.4482, 0.5174, 0.4504, 0.3586, 0.3619]",0.2298
316,9,9,"[10.816538190841674, 11.366747093200683, 11.384465336799622, 11.01265196800232, 11.117952227592468, 11.362884140014648, 10.945700001716613, 10.990543913841247, 11.25073962211609]",8,"[0.545, 0.3883333333333333, 0.48833333333333334, 0.57, 0.5333333333333333, 0.42, 0.44, 0.4633333333333333, 0.56]","[0.4786, 0.3783, 0.4564, 0.5179, 0.5249, 0.3852, 0.4233, 0.4525, 0.5211]",0.1991
317,10,10,"[11.271618723869324, 11.102615022659302, 11.545391154289245, 11.126927518844605, 10.838979697227478, 10.780544567108155, 10.93543028831482, 10.915331506729126, 10.817676067352295, 11.129288339614869]",8,"[0.40166666666666667, 0.49833333333333335, 0.395, 0.5416666666666666, 0.5283333333333333, 0.5166666666666667, 0.6266666666666667, 0.5816666666666667, 0.5183333333333333, 0.515]","[0.3601, 0.4303, 0.4171, 0.5043, 0.4675, 0.4806, 0.5776, 0.5335, 0.4839, 0.4978]",0.2376
318,9,8,"[11.191334986686707, 11.941481995582581, 10.842266201972961, 10.822055959701538, 10.775979948043823, 10.942114067077636, 10.769003248214721, 10.967150735855103]",9,"[0.49166666666666664, 0.325, 0.595, 0.53, 0.6266666666666667, 0.5316666666666666, 0.54, 0.41833333333333333]","[0.4243, 0.3245, 0.5437, 0.5208, 0.5532, 0.5178, 0.5053, 0.3885]",0.2402
319,8,15,"[11.312519979476928, 11.006882619857787, 11.887349390983582, 10.791392827033997, 10.871092367172242, 10.629985189437866, 10.662774062156677, 10.817720293998718, 10.93716058731079, 10.941986918449402, 10.800982761383057, 11.370850920677185, 10.761285018920898, 10.697191452980041, 10.785988020896912]",2,"[0.5416666666666666, 0.535, 0.395, 0.6433333333333333, 0.5283333333333333, 0.5833333333333334, 0.495, 0.47, 0.585, 0.48333333333333334, 0.5583333333333333, 0.485, 0.525, 0.5616666666666666, 0.545]","[0.4595, 0.5006, 0.3752, 0.5657, 0.4792, 0.5365, 0.4686, 0.4469, 0.5326, 0.4431, 0.496, 0.4762, 0.4907, 0.5311, 0.5302]",0.2923
320,10,11,"[11.051632118225097, 10.909532308578491, 11.065261030197144, 11.119640445709228, 11.098409485816955, 11.091158032417297, 11.012101769447327, 10.788127994537353, 11.067888879776001, 11.030758213996886, 10.753730177879333]",1,"[0.55, 0.5366666666666666, 0.59, 0.5516666666666666, 0.5133333333333333, 0.5616666666666666, 0.565, 0.5533333333333333, 0.52, 0.5233333333333333, 0.575]","[0.5298, 0.529, 0.5332, 0.5355, 0.4582, 0.5654, 0.5161, 0.5109, 0.4843, 0.4459, 0.5071]",0.3814
321,10,9,"[10.878083848953247, 12.30461905002594, 11.591879081726074, 11.308167099952698, 11.341553354263306, 11.87177803516388, 11.42849063873291, 10.78236129283905, 12.643682074546813]",2,"[0.44166666666666665, 0.37833333333333335, 0.405, 0.36333333333333334, 0.445, 0.44, 0.4166666666666667, 0.54, 0.30666666666666664]","[0.422, 0.3616, 0.3893, 0.3567, 0.3904, 0.388, 0.3828, 0.512, 0.2985]",0.1135
322,10,9,"[11.621755385398865, 10.935492563247681, 10.96041111946106, 11.015362858772278, 11.005312132835389, 11.212876391410827, 11.074842596054078, 11.129484820365906, 11.037916231155396]",3,"[0.375, 0.5166666666666667, 0.6166666666666667, 0.6116666666666667, 0.41333333333333333, 0.415, 0.46, 0.3983333333333333, 0.4533333333333333]","[0.384, 0.4807, 0.568, 0.5593, 0.3918, 0.3765, 0.423, 0.379, 0.4311]",0.1344
323,9,10,"[11.377642297744751, 10.967073893547058, 10.852349352836608, 10.90402729511261, 10.887729144096374, 10.8776784658432, 10.869513463973998, 10.833105731010438, 10.880322790145874, 10.87562620639801]",2,"[0.4533333333333333, 0.63, 0.6, 0.47, 0.565, 0.5916666666666667, 0.53, 0.6116666666666667, 0.5066666666666667, 0.495]","[0.4398, 0.5818, 0.5249, 0.4516, 0.5091, 0.5529, 0.4912, 0.5463, 0.4514, 0.4693]",0.2002
324,10,6,"[11.1172381401062, 10.890079450607299, 10.886222243309021, 10.933851718902588, 11.11551399230957, 10.721915006637573]",6,"[0.58, 0.57, 0.54, 0.475, 0.5933333333333334, 0.6183333333333333]","[0.5608, 0.5079, 0.5275, 0.4565, 0.5228, 0.5449]",0.1431
325,10,11,"[11.040114784240723, 10.991885995864868, 10.914843320846558, 11.183926701545715, 11.732979369163512, 10.857972455024719, 11.08493893146515, 11.008958196640014, 10.948431181907655, 11.406517744064331, 11.751895022392272]",5,"[0.47, 0.58, 0.5633333333333334, 0.5916666666666667, 0.5433333333333333, 0.49333333333333335, 0.485, 0.5383333333333333, 0.5866666666666667, 0.6, 0.5183333333333333]","[0.4398, 0.5047, 0.5412, 0.5538, 0.5086, 0.483, 0.4747, 0.4906, 0.5445, 0.5375, 0.4885]",0.1187
326,8,8,"[11.403421878814697, 10.730537009239196, 10.828582978248596, 10.753227353096008, 11.095684719085693, 10.787619972229004, 10.70204963684082, 10.63852117061615]",5,"[0.535, 0.49833333333333335, 0.6083333333333333, 0.6216666666666667, 0.5233333333333333, 0.5116666666666667, 0.575, 0.62]","[0.5113, 0.4672, 0.5557, 0.57, 0.5233, 0.4795, 0.5225, 0.5604]",0.1482
327,10,7,"[11.08614444732666, 10.876975154876709, 10.764154958724976, 10.9349600315094, 11.436193895339965, 10.894654798507691, 10.637464594841003]",8,"[0.56, 0.4766666666666667, 0.6116666666666667, 0.5616666666666666, 0.6083333333333333, 0.6166666666666667, 0.475]","[0.5503, 0.4696, 0.5669, 0.5219, 0.5726, 0.5857, 0.4321]",0.1318
